월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,30,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,20,3,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,15,6,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,52868,17162,498,1,29800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,14,4,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 6,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,6140,1556,56,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,98007,5583,106,4,116600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,19244,1315,16,2,62000
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,수동_호랑이,이미지,141441,14575,275,5,143800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,360354,32780,357,18,537600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,4226,201,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,310569,23405,235,11,328800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,56786,2723,45,4,108800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,15157,1435,6,1,29600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,2787,198,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,4484,311,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,18411,1307,18,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,15472,932,17,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,6,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,1,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,22,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,30,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,48,14,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,69,15,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,1,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,5,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,11,5,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,54809,17940,476,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,9,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 7,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,4154,1053,39,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,105243,5567,128,3,104000
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,14083,949,22,1,24800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,수동_호랑이,이미지,141221,14777,259,10,393400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,390598,31014,380,24,757600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,5316,221,4,1,54400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,279255,19208,246,24,893800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,55151,2574,49,2,54400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,15207,1535,14,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,5353,237,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,5734,419,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,18412,1144,16,3,66400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,16611,922,27,3,83000
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,3,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,18,4,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,21,7,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,63,16,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,4,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,44,16,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,3,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,7,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,33,3,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,53498,15267,512,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,17,4,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 8,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,4713,1197,32,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,99216,5252,114,6,170400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,16117,999,20,1,17800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,수동_호랑이,이미지,141634,16797,289,7,268100
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,382686,30272,387,23,616800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,4260,201,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,295617,19700,290,23,646600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,50804,2352,57,1,29600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,10988,1234,12,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,4028,258,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,3515,246,4,1,29600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,13156,786,10,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,16401,1047,9,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,9,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,11,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,58,12,4,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,2,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,124,34,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,134,9,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,2,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상4,3,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,2,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,51,3,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,54671,16025,485,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 9,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,3464,753,31,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,87577,4691,92,4,116600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,25181,1402,21,5,164600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,수동_호랑이,이미지,135787,15391,215,9,352200
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,377797,29876,362,15,379800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,3584,166,3,1,17800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,228876,17618,192,11,343800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,70965,3326,63,5,166800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,12503,1190,8,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,4708,279,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,3381,210,5,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,25155,1661,22,2,79800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,20596,1289,14,1,17800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 동영상1,4927,261,13,1,49600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1A,9540,781,13,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,2308,127,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1C,4218,223,5,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 1,30,7,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,356,60,4,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,65,16,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,61,9,2,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,79,13,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,76,24,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상3,2,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,31,7,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,5,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,56126,15510,482,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,12,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 10,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,2801,662,18,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,101695,5007,95,5,143200
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,19270,1041,18,1,29600
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,수동_호랑이,이미지,149869,14908,277,8,221400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,290848,19155,291,23,600200
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 나경 자막 뿌꾸,2415,79,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 애기 더빙,157411,9037,156,7,205400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,영상 화이트톤 더빙,26427,1031,24,2,47400
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-09-25,4238,440,4,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25,1056,73,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -노랑,2641,195,3,1,29800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -초록,7970,602,7,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,이미지 24-11-25 -파랑,6264,450,5,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 동영상1,306002,18516,391,32,1086120
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1A,6147,449,7,1,23800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1B,357,14,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드밴티지+ 쇼핑 메인 0506,장매트 이미지1C,4932,213,6,1,24800
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 2,15,6,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상 3,31,11,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 영상4,24,4,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지,65,10,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,네이쳐 이미지 2,0,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상1,10,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상2,34,11,1,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상5,1,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상6,4,1,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상7,55339,15361,459,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 영상8,10,2,0,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 11,OUTCOME_SALES,어드벤티지 콘텐츠조회 캠페인,호랑이 이미지,5736,1269,56,0,0
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 12,OUTCOME_SALES,수동 데이지,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본 - 사본,106138,5120,106,5,169200
2025. 1. 1,2025. 1. 6,기타,기타,기타,메타_전환,2025. 1. 12,OUTCOME_SALES,수동 데이지,이미지 24-09-25 - 사본,24696,1168,33,2,48600
