channel,funnel,month,week,Day,Session source,Session medium,Session campaign,Event name,Total users,New users,Event count,Event value,Sessions,Engaged sessions,Average session duration,Bounce rate
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),select_item,7,0,25,0,7,7,20.67441086,0
메타 광고,유입,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),session_start,20,0,20,0,20,19,0,0.05
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),user_engagement,20,0,64,0,20,19,56.8840648,0.05
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),view_item,11,0,32,3615800,11,11,0,0
메타 광고,활동,2025-03-01,2025-03-17,2025-03-23,l.instagram.com,referral,(referral),view_item_list,19,0,52,0,19,19,1.213292053,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),first_visit,4,4,4,0,4,3,0,0.25
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),page_view,4,0,29,0,7,6,145.9205386,0.1428571429
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),scroll,2,0,11,0,4,4,27.1494365,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),select_item,2,0,6,0,4,4,21.54319925,0
네이버 Organic,유입,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),session_start,4,0,7,0,7,6,0,0.1428571429
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),user_engagement,3,0,14,0,6,6,199.6647943,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),view_item,2,0,9,1056000,5,5,0,0
네이버 Organic,활동,2025-03-01,2025-03-17,2025-03-23,naver.com,referral,(referral),view_item_list,2,0,12,0,5,5,0.9113696,0
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),click,1,0,1,0,1,1,0,0
Direct,유입,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),first_visit,7,7,7,0,7,4,0,0.4285714286
Direct,유입,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),page_view,8,0,44,0,8,5,163.8813798,0.375
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),scroll,5,0,15,0,5,5,10.860349,0
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),select_item,2,0,9,0,2,2,13.8161835,0
Direct,유입,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),session_start,8,0,8,0,8,5,0,0.375
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),user_engagement,5,0,19,0,5,4,243.757441,0.2
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),view_item,6,0,17,2273000,6,4,2.6944005,0.3333333333
Direct,활동,2025-03-01,2025-03-24,2025-03-24,(direct),(none),(direct),view_item_list,5,0,20,0,5,4,6.5063454,0.2
구분 불가 (not set),유입,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),page_view,2,0,7,0,2,0,33.701064,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),scroll,2,0,3,0,2,0,20.108116,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),select_item,1,0,1,0,1,0,1.169462,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),user_engagement,1,0,3,0,1,0,7.695605,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),view_item,1,0,1,148000,1,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-24,(not set),(not set),(not set),view_item_list,2,0,4,0,2,0,0,1
자사 (디버깅),유입,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),page_view,1,0,10,0,6,4,319.9851205,0.3333333333
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),scroll,1,0,1,0,1,1,102.139706,0
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),select_item,1,0,1,0,1,1,0,0
자사 (디버깅),유입,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),session_start,1,0,6,0,6,4,0,0.3333333333
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),user_engagement,1,0,6,0,4,3,445.1537985,0.25
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),view_item,1,0,2,338300,2,1,3.063493,0.5
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-24,antome.cafe24.com,referral,(referral),view_item_list,1,0,2,0,2,2,1.0545745,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,facebook.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,facebook.com,referral,(referral),page_view,1,0,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,facebook.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,facebook.com,referral,(referral),user_engagement,1,0,1,0,1,1,20.652322,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,click,4,0,6,0,4,4,6.76557575,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,first_visit,68,68,68,0,68,53,0,0.2205882353
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,page_view,78,0,252,0,79,61,9.564517582,0.2278481013
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,scroll,67,0,144,0,68,58,841.2345116,0.1470588235
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,select_item,16,0,31,0,16,16,13.85339856,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,session_start,79,0,80,0,80,61,0,0.2375
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,user_engagement,56,0,143,0,56,54,26.7435602,0.03571428571
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,view_item,16,0,37,4714200,16,16,0,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217242018590122,view_item_list,56,0,100,0,56,55,0.5815495714,0.01785714286
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,first_visit,26,26,26,0,26,18,0,0.3076923077
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,page_view,28,0,120,0,29,20,14.41298207,0.3103448276
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,scroll,19,0,67,0,19,19,24.25666058,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,select_item,7,0,18,0,7,7,8.924496714,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,session_start,28,0,29,0,29,20,0,0.3103448276
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,user_engagement,20,0,74,0,20,20,92.98974105,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,view_item,9,0,31,3673200,9,9,0,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,ig,paid,120217332375750122,view_item_list,21,0,52,0,22,20,1.817478136,0.09090909091
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),first_visit,24,24,24,0,24,22,0,0.08333333333
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),page_view,24,0,95,0,24,22,17.43674533,0.08333333333
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),scroll,21,0,44,0,21,20,24.59348824,0.04761904762
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),select_item,8,0,10,0,8,8,12.93136263,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),session_start,24,0,24,0,24,22,0,0.08333333333
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),user_engagement,23,0,64,0,23,22,34.15208696,0.04347826087
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),view_item,13,0,20,2642600,13,13,0,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-24,l.instagram.com,referral,(referral),view_item_list,22,0,39,0,22,22,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),page_view,1,0,4,0,1,1,10.424889,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),scroll,1,0,4,0,1,1,21.929997,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),session_start,1,0,1,0,1,1,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),user_engagement,1,0,3,0,1,1,40.383202,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),view_item,1,0,1,42000,1,1,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,m.search.naver.com,referral,(referral),view_item_list,1,0,2,0,1,1,5.010419,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),first_visit,4,4,4,0,4,4,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),page_view,5,0,29,0,5,5,35.3957762,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),scroll,4,0,14,0,4,4,36.958432,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),select_item,2,0,4,0,2,2,8.143307,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),session_start,5,0,5,0,5,5,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),user_engagement,5,0,24,0,5,5,291.2990216,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),view_item,2,0,9,1185600,2,2,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver,organic,(organic),view_item_list,5,0,15,0,5,5,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),first_visit,2,2,2,0,2,2,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),page_view,3,0,14,0,3,3,15.670472,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),scroll,2,0,7,0,2,2,25.212705,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),select_item,2,0,4,0,2,2,11.5923465,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),session_start,3,0,3,0,3,3,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),user_engagement,3,0,8,0,3,3,48.75059467,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),view_item,2,0,5,700000,2,2,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-24,naver.com,referral,(referral),view_item_list,2,0,6,0,2,2,2.2397825,0
Direct,유입,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),first_visit,8,8,8,0,8,4,0,0.5
Direct,유입,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),page_view,10,0,18,0,10,5,3.8257702,0.5
Direct,활동,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),scroll,2,0,5,0,2,2,9.5222235,0
Direct,활동,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),select_item,1,0,1,0,1,1,11.610733,0
Direct,유입,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),session_start,10,0,11,0,11,5,0,0.5454545455
Direct,활동,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),user_engagement,5,0,9,0,6,5,30.41422633,0.1666666667
Direct,활동,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),view_item,3,0,4,393900,3,1,3.470018,0.6666666667
Direct,활동,2025-03-01,2025-03-24,2025-03-25,(direct),(none),(direct),view_item_list,4,0,5,0,4,4,1.2600385,0
구분 불가 (not set),유입,2025-03-01,2025-03-24,2025-03-25,(not set),(not set),(not set),page_view,2,0,7,0,2,0,38.549393,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-25,(not set),(not set),(not set),scroll,2,0,6,0,2,0,39.634737,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-25,(not set),(not set),(not set),user_engagement,2,0,4,0,2,0,9.9624475,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-25,(not set),(not set),(not set),view_item,2,0,2,224000,2,0,0,1
구분 불가 (not set),활동,2025-03-01,2025-03-24,2025-03-25,(not set),(not set),(not set),view_item_list,2,0,4,0,2,0,2.509697,1
자사 (디버깅),유입,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),page_view,2,0,12,0,5,4,35.2894354,0.2
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),scroll,2,0,6,0,4,3,8.62066275,0.25
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),select_item,1,0,1,0,1,1,0,0
자사 (디버깅),유입,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),session_start,2,0,5,0,5,4,0,0.2
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),user_engagement,2,0,7,0,5,4,238.03942,0.2
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),view_item,1,0,1,42000,1,1,0,0
자사 (디버깅),활동,2025-03-01,2025-03-24,2025-03-25,antome.cafe24.com,referral,(referral),view_item_list,2,0,7,0,4,4,1.2498545,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,first_visit,17,17,17,0,17,15,0,0.1176470588
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,page_view,20,0,49,0,20,16,6.3377676,0.2
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,scroll,15,0,24,0,15,14,280.7161471,0.06666666667
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,select_item,2,0,2,0,2,2,2.103669,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,session_start,20,0,22,0,22,16,0,0.2727272727
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,user_engagement,15,0,32,0,17,15,13.62954224,0.1176470588
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,view_item,1,0,3,407400,1,1,0,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217242018590122,view_item_list,16,0,21,0,16,15,0.1966120625,0.0625
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,click,1,0,1,0,1,1,0,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,first_visit,32,32,32,0,32,31,0,0.03125
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,page_view,32,0,174,0,33,31,54.340649,0.06060606061
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,scroll,26,0,99,0,27,26,122.8167803,0.03703703704
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,select_item,13,0,34,0,13,13,10.59787654,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,session_start,33,0,34,0,34,31,0,0.08823529412
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,user_engagement,30,0,116,0,31,29,78.76638161,0.06451612903
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,view_item,17,0,51,5987700,17,16,0.6023476471,0.05882352941
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,ig,paid,120217332375750122,view_item_list,29,0,73,0,29,29,1.568829655,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),click,3,0,4,0,3,3,11.26816167,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),first_visit,24,24,24,0,24,21,0,0.125
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),page_view,26,0,172,0,27,24,51.36570011,0.1111111111
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),scroll,21,0,89,0,22,21,30.16376495,0.04545454545
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),select_item,12,0,39,0,12,12,72.14008492,0
메타 광고,유입,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),session_start,25,0,26,0,26,23,0,0.1153846154
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),user_engagement,22,0,104,0,23,23,71.23398661,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),view_item,16,0,54,6942200,16,16,0.3102620625,0
메타 광고,활동,2025-03-01,2025-03-24,2025-03-25,l.instagram.com,referral,(referral),view_item_list,20,0,73,0,21,21,2.896332476,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),click,1,0,1,0,1,1,11.841551,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),page_view,2,0,8,0,4,1,4.26208425,0.75
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),scroll,1,0,2,0,1,1,10.349142,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),session_start,2,0,4,0,4,1,0,0.75
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),user_engagement,1,0,4,0,1,1,13.374821,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,m.search.naver.com,referral,(referral),view_item_list,2,0,4,0,4,1,3.821933,0.75
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),page_view,4,0,15,0,4,4,9.0348735,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),scroll,4,0,8,0,4,4,14.20513875,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),select_item,1,0,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),session_start,4,0,4,0,4,4,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),user_engagement,4,0,14,0,4,4,565.672249,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),view_item,1,0,1,138000,1,1,0,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver,organic,(organic),view_item_list,4,0,5,0,4,4,1.22698475,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),click,1,0,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),page_view,3,0,12,0,4,3,9.30295975,0.25
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),scroll,2,0,3,0,2,2,8.5725105,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),select_item,2,0,2,0,2,2,1.6372745,0
네이버 Organic,유입,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),session_start,3,0,4,0,4,3,0,0.25
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),user_engagement,3,0,7,0,3,3,284.6073933,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),view_item,3,0,3,380400,3,3,1.666237,0
네이버 Organic,활동,2025-03-01,2025-03-24,2025-03-25,naver.com,referral,(referral),view_item_list,3,0,5,0,4,3,1.992365,0.25
Direct,유입,2025-03-01,2025-03-24,2025-03-26,(direct),(none),(direct),first_visit,6,6,6,0,6,3,0,0.5
Direct,유입,2025-03-01,2025-03-24,2025-03-26,(direct),(none),(direct),page_view,9,0,30,0,9,6,14.20418589,0.3333333333
Direct,활동,2025-03-01,2025-03-24,2025-03-26,(direct),(none),(direct),scroll,5,0,12,0,5,5,16.5391216,0
