월,주,일,목표,캠페인이름,광고세트,기기유형,플랫폼,기기플랫폼,연령,성별,비용,노출,링크클릭,전환수,전환값,타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"902,219",383218,2980,52.022964,1280402.812,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,024",425,7,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,123,58,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,25,23,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,403,124,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"15,832",2442,47,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,84,20,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"106,469",34867,348,6.997454,171753.1944,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"72,344",35697,296,6.008287,148347.5086,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"121,362",56727,471,8.008287,207547.5086,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,63,42,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"5,663",2836,24,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,671",3358,33,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,232,363,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,461,78,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,960",158,2,1.99758,35556.924,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,39,14,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,455,162,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,74,10,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,803",867,6,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"16,388",2716,41,1.999874,47396.2704,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,494,50,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-08,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,24,10,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"628,057",358517,2859,21.975627,485632.9942,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,930",204,4,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,49,7,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,109,25,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,57,38,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,745",228,3,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,10,16,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"70,504",37062,368,2.001268,59237.5328,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"62,582",39932,297,1.00009,17803.348,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"97,263",62850,530,1.002164,17864.0544,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,21,21,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,019",2965,22,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"13,749",7726,63,0,3.348,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,92,299,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,32,6,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,180,158,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,215,10,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,717",286,5,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,7,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,920",536,12,1.999104,59173.4784,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,779",1594,21,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,4,21,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-09,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,83,23,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"621,457",385714,3048,12.012104,391325.816,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,035",259,4,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,165,27,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,105,22,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,311,64,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,380",455,3,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,92,33,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"58,884",41003,324,0,109.8662,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"72,408",43620,383,2.999055,97721.5878,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"93,811",65459,513,2.005425,68306.5118,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,127,92,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"10,401",8645,60,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"17,381",7282,82,0,6.1054,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,277,190,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,318,31,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,752,158,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,28,12,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,068",215,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,55,20,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,332",583,5,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,109",1251,18,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,134,30,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-10,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,168,16,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"683,332",363839,2144,38.94552,1195987.392,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,467,140,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,171,39,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,54,22,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,650,59,1,0.496595,14699.212,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,213",741,6,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,371,47,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"41,567",18228,197,2.98638,88396.848,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"36,606",19312,166,3,87100,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"48,178",27654,248,3.489785,131197.636,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,141,34,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,995",5708,56,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,942",1743,14,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,99,157,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,630,47,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,579,101,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,92,17,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,136,90,2,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,87,23,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,471,154,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,515",1144,19,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,191,33,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-11,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,122,29,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"738,269",486909,2007,78.978155,2089528.94,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,51,81,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,91,29,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,175,30,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,219,23,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,338",754,12,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,30,14,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"14,078",7520,64,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"11,354",7467,58,1,17800,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"14,772",9935,75,1,17800,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,141,23,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,865",2712,21,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,194",814,6,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,79,124,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,332,31,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,105,27,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,253,21,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,666,47,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,186,31,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,269,134,0,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,835",713,9,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,542,21,1,0,0,리타겟팅
2025-01-01,2025-01-06,2025-01-12,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,114,47,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"758,443",522407,1726,110.9778,2875006.012,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,24,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,40,5,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,114,36,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,5,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,771",643,7,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,13,7,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"9,152",2657,31,0.992385,28390.379,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,895",2497,19,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"7,343",3018,24,0.008168,241.7728,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,53,6,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,419",853,8,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,256",390,2,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,271",95,2,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,64,9,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,44,9,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,4,2,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,105,27,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,49,2,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,23,69,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,109",316,10,0.984217,28148.6062,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,114,9,1,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-13,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,53,18,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"674,725",371721,1900,70.93517,1764145.82,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,30,91,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,85,38,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,27,58,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,51,14,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,975",800,13,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,37,25,0,0,0,리타겟팅
2025-01-01,2025-01-13,2025-01-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"52,207",17232,155,1.992481,47175.0776,리타겟팅
